dates,1.1.1,1.1.2,1.1.3,1.1.4,1.1.5,1.2.1,1.2.2,1.2.3,1.2.4,1.2.5,1.3.1,1.3.2,1.3.3,1.3.4,1.3.5,1.4.1,1.4.2,1.4.3,1.4.4,1.4.5,1.5.1,1.5.2,1.5.3,1.5.4,1.5.5,2.1.1,2.1.2,2.1.3,2.1.4,2.1.5,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.3.1,2.3.2,2.3.3,2.3.4,2.3.5,2.4.1,2.4.2,2.4.3,2.4.4,2.4.5,2.5.1,2.5.2,2.5.3,2.5.4,2.5.5
2/14/18,807887.5995,823314.068,900809.4474,490217.0031,1003665.997,692386.3041,394227.1878,796631.2209,850776.4548,718481.5964,454763.1437,693787.594,635731.0966,557127.6379,719230.3037,1048350.125,903193.144,545145.6044,937675.9983,1061141.514,920689.808,929552.5903,370969.328,817631.7519,1105356.429,497074.5838,593505.0636,1060121.322,295769.0283,559660.4447,740107.5048,582705.6553,973465.1512,956792.0086,1145443.838,416842.7066,870253.3484,791757.5011,378036.097,712845.5289,541480.9004,670147.185,547165.089,497796.3316,617194.1395,367650.0156,468614.4666,517481.7073,545305.5609,441037.0305
2/15/18,645037.2845,717018.6416,547775.4659,301762.5265,549792.3469,1098863.665,291730.1458,1129452.259,521912.0972,726406.5204,350291.1846,819744.6065,928696.9518,597622.5192,1088433.944,766652.4748,617636.9026,304880.3545,1075006.258,669038.2745,848727.5322,848983.5247,333155.8015,1016313.463,1144242.279,295042.2795,565382.3105,1038087.375,541247.916,392338.9327,920171.5506,615847.2976,1135054.509,719109.2031,562552.0723,586045.6926,1061651.043,896758.7199,512833.9066,1125613.316,358253.8617,545756.1288,1092825.907,566253.1593,629616.0681,521738.0777,504836.4205,906630.623,283936.4124,606750.6446
2/16/18,1083050.507,661001.2806,824551.2581,565178.2807,798048.1159,1142865.588,348140.1365,1063800.058,579346.391,734948.6981,420656.3854,902969.6465,1105327.108,1086794.345,1080447.204,611779.6048,1064070.408,500267.6199,565822.8066,706570.8216,847948.9371,912065.297,508077.8937,696461.554,701378.2352,409745.2083,734321.8848,915786.8804,492276.3914,404184.1529,810527.1753,711469.4038,993436.8756,1104419.176,872341.5673,313983.2384,675952.7932,1069613.714,491515.2839,733877.0435,401812.6959,729736.1991,1117624.347,481271.1723,695094.6106,512344.0089,559526.2472,573321.2527,468271.5655,585867.9653
2/17/18,587689.6691,1023553.877,651023.8444,594122.5462,714170.0021,722889.202,437447.4752,963903.8777,866421.4332,941692.1904,443219.7042,988330.5899,778438.4462,774305.9523,905216.1462,1068214.616,615705.491,289277.9245,666682.5009,816367.9989,628519.2488,1002746.955,294777.8107,725297.5343,963792.1478,313637.9963,739412.3387,909259.8457,520734.3071,406653.2877,753910.395,638722.714,750858.6618,1075111.791,774930.4229,295883.9811,1138450.009,803330.4792,508327.2567,689938.7511,337751.3071,905226.4614,1121462.157,504229.815,1004036.515,445373.9454,477068.3318,889160.2573,491972.0314,426062.2653
2/18/18,552325.5205,1036863.599,968683.4753,398234.1117,738551.9015,1058405.36,300760.6309,1117422.084,1020368.574,934323.6108,437642.9449,782258.9127,774258.6078,514533.2024,678936.8158,722573.4716,1001756.954,567652.1067,904197.0881,1116076.792,575425.8324,921906.4431,497290.7235,667718.6,884336.3757,370488.5612,793965.9137,1136308.023,575869.8238,461054.6658,853207.3069,608965.5385,748895.133,1116985.669,620599.5391,449007.1528,738277.4322,797982.3325,452311.4095,1044353.996,349924.5646,1061688.261,566413.3086,383679.4959,1043626.675,545503.842,321022.6429,1095117.824,567931.7763,455269.6489
2/19/18,585905.7697,571569.5459,1001766.173,364364.805,832777.781,724422.5122,278490.7619,912392.0606,722721.1726,524206.357,502747.0901,815667.7696,594559.2616,1054327.692,1038479.62,1076544.367,792686.9712,422889.1547,665107.7785,914726.1079,844949.347,879199.6354,393312.3452,677238.9525,700776.3221,435239.2165,1027140.379,738966.8928,429974.3665,393111.8776,892522.9977,561669.531,758070.5852,615950.1481,1087774.22,540552.954,1114072.569,936667.1043,277705.4411,913389.5813,365435.9117,1100249.766,645502.8697,480424.9765,1061612.956,374457.9385,284621.1311,935349.848,395795.1515,427629.4939
2/20/18,618093.7218,1111484.343,721451.4497,547434.3246,1103951.134,1068635.841,278249.9266,681122.4063,823850.4998,1127210.407,487070.5638,925070.1707,754564.0733,773730.3375,727336.0661,793585.0043,932500.7552,513499.4168,808646.2442,531856.2827,661712.732,749250.8776,371903.8247,1140954.655,782158.3671,510787.2517,610125.4207,821908.9996,502272.7072,349474.0118,557879.0657,1087139.623,696286.0432,1091104.693,773923.456,483040.8821,786269.2103,987839.0842,363653.4279,996461.0636,261075.8314,669343.5763,655281.6708,362139.8788,1115728.226,448229.0493,523416.4043,648840.521,311148.3137,473368.6759
2/21/18,807955.839,639168.9534,657975.3545,515381.3308,747637.4257,824612.4318,422681.4977,763234.4551,765478.6877,1134635.966,441662.4664,1063866.786,666047.7906,1085786.623,998735.5241,556434.8145,625972.3971,470499.8282,883517.1996,1088583.837,530299.4325,726935.8109,425754.2967,969989.0561,735186.1004,347256.0387,1124178.738,1004548.16,521902.6313,477087.8901,928237.4122,538255.1511,735608.3842,1119934.023,960212.0309,306590.6026,637391.4396,963439.5015,499122.197,1093982.086,248330.2982,914500.6833,670506.9348,354851.3063,1056666.009,494155.868,475472.6139,1112097.364,256862.546,461650.8403
2/22/18,543858.3835,756755.256,1140725.263,321838.6356,717592.1782,1098069.503,402950.6831,739566.3876,562003.8893,1062925.489,340847.202,739304.1606,643424.097,735245.5361,849135.9111,567630.3972,716586.0426,344025.422,1002743.97,1101802.271,725038.519,1103588.513,355889.0537,656757.0568,692190.0117,482733.5842,1036378.252,1096545.337,362292.0219,262807.5492,758929.2087,791820.4507,817231.0433,646088.4975,612221.8767,492670.0744,757595.7805,756432.5731,303317.3377,648738.8041,523141.4721,1109695.304,556420.2673,327669.9451,513532.3944,294197.5967,362908.3619,745361.9828,459206.7652,347476.6138
2/23/18,516414.5491,784067.1456,669164.0603,519260.1398,1108653.613,856658.993,352943.1192,679284.4745,545754.0507,831314.864,493354.4784,1136185.373,920976.1417,965605.4817,851798.4601,776393.7177,787133.8038,334783.7017,1106049.706,915775.9228,990685.6077,946221.2365,302533.369,530742.7624,521507.0433,481078.2657,637613.0856,547148.1992,350597.7561,405045.0354,889724.1965,680569.4625,1020747.707,822450.5325,971265.3158,401369.9531,561365.4005,741610.3982,311800.9407,983508.9376,364877.9509,1046016.38,726795.6668,296346.3263,644878.1346,326844.5283,489244.001,533556.073,447168.5649,246398.46
2/24/18,594154.7367,645022.2083,883012.6204,386737.916,879709.9957,613728.0196,252466.5025,695702.2291,1114716.952,835605.7899,484532.4125,834471.4124,870664.9013,575551.6939,554537.976,761318.8375,1096468.067,302180.4566,640728.1463,806865.1786,839884.738,691726.2779,488429.7485,651091.2904,1100592.664,309566.2358,822092.2185,521852.6616,270324.3105,257089.8238,1107706.724,650100.1176,588811.6532,914869.0858,579869.107,397611.7983,927316.5192,744536.2321,277010.4082,1092951.239,349220.1485,560247.7617,705536.4606,496094.4311,701946.0663,485097.2076,432058.449,778963.467,514720.3923,388127.3829
2/25/18,970348.8815,913752.2405,1035525.749,480302.5267,728958.0952,1092681.002,451044.6632,970114.5019,1076225.425,894822.623,225797.9088,909467.8136,1134506.78,615510.9367,555146.2369,794239.2117,972712.0987,387218.7843,582589.0889,942977.5562,625702.6131,514085.7539,434938.8272,691771.7709,540019.3647,401200.1672,799580.9727,939855.921,400506.9069,463617.364,578456.1794,514445.5415,539909.6374,923600.4902,1046839.448,411435.2947,932308.4301,647301.9209,263724.1108,559722.4008,453589.3052,1056845.374,583031.3231,410921.505,993075.2743,268475.9834,260572.0784,619905.242,462538.3958,312456.8699
2/26/18,895465.986,594937.1481,531977.9877,446844.0369,583275.4134,933025.4737,360219.3583,757884.797,945657.9018,814873.2293,421129.8561,1129822.324,767268.1038,598030.5202,874792.4454,697738.8339,655914.114,376642.2136,1002094.977,761095.4533,556382.8603,1061371.322,405749.0015,869249.82,592371.7441,285715.6368,623981.7388,812376.7827,343592.1584,313315.1283,1072935.722,869095.3554,1014110.492,988075.1641,908899.3402,406232.5757,927279.7923,986856.5263,252977.046,1135884.681,396574.008,722855.8757,1108085.782,237260.8269,541459.6486,350926.3918,414812.1148,731421.1778,392455.8527,401578.0906
2/27/18,878887.2678,978428.0055,995181.9322,382224.7465,1071910.09,827289.868,402028.876,754830.3433,601720.7044,766489.622,269135.4977,823290.6414,661455.417,584344.9143,720610.8874,874351.7604,1063111.202,438045.8816,851711.2526,556112.5851,683274.2172,639297.1197,481074.7004,683614.0165,603029.5725,321576.509,634006.5949,871525.3007,448182.9838,372110.0998,965324.4756,1128861.606,1137179.833,843665.9838,746970.9761,452122.7983,1039415.098,792294.4242,346799.9644,590923.7899,364081.9151,650802.614,850426.8691,254816.2356,708239.7417,413723.8698,447260.2908,907502.0933,392776.9034,368867.9309
2/28/18,1089545.575,611491.3062,746192.9855,422802.6681,763273.638,716957.808,275775.291,681930.7004,1143959.724,1101055.415,330324.0825,1022733.491,595911.7334,846674.491,1083617.204,535100.7943,544725.7731,258121.9683,1103649.384,625592.3946,613892.7994,826470.4652,297680.1984,643607.1648,893061.5078,430328.4289,836895.7277,664710.0171,230105.3141,454007.8908,1099609.577,628890.1073,1105908.542,855840.3459,1034607.048,371111.6177,825776.4705,842697.4063,255638.9274,1112802.808,370033.1252,573620.8868,1071834.822,411238.7221,854388.0842,303841.3022,270095.2541,864948.8433,459783.0629,221402.1921
3/1/18,888219.9807,822437.6856,737760.6862,338942.2102,753777.9212,923194.6806,347101.4005,586916.9307,671030.4064,752483.3736,357382.0905,859739.5938,863035.1527,1107082.178,999850.9336,992007.3604,538198.436,302529.5313,1115012.732,1080642.968,1030184.857,968716.0837,257065.0625,893844.3726,855283.359,275267.4723,888916.8093,831877.3296,428421.7956,297460.6148,674335.7517,1144574.22,650658.9181,610234.2034,979406.1426,269355.6509,890617.2042,1033931.568,349421.4522,823334.1695,440840.3236,1109705.808,575811.9939,327378.8295,799954.3628,235739.8386,348169.4126,722840.0061,312939.6723,432000.2197
3/2/18,779145.7035,816679.6486,565368.0279,414135.9042,1097364.022,1130648.529,408513.7428,573429.6197,1115511.19,1138887.596,387345.4515,983425.2819,570367.4957,878270.0519,648498.2278,1118160.854,1120917.45,373739.5063,1077136.645,520184.2327,1009512.677,827755.9067,436717.697,963781.2279,658241.0577,391274.8771,850936.7382,521833.7691,318504.0756,397424.0162,756741.3133,1103584.357,868113.6666,704542.6051,1071403.621,365305.8883,1097824.695,986881.0109,248851.2711,520132.9964,266110.4579,1047992.302,999680.3727,440168.2288,908568.118,277598.2949,444315.277,939696.5444,368309.3267,424317.1059
3/3/18,619980.774,828094.0813,740756.4222,356042.8234,981626.9108,809963.5383,350675.6656,800090.275,956551.8101,1082826.102,356311.7391,949517.8157,718906.8651,688404.1562,530079.9024,764041.9934,587086.1691,293128.9535,743095.4571,799314.476,518567.5312,1023532.717,242943.5162,579001.604,1031084.742,274987.5889,520138.3996,981908.2192,422809.3139,216636.1685,865815.7416,1082257.742,727569.1232,868102.52,800260.647,324435.8303,945146.6725,1143506.646,196742.7956,862646.3086,401800.2617,548843.0019,698505.3756,323402.151,926377.8674,366182.7647,309693.423,1014987.97,362808.877,282837.4177
3/4/18,766152.0897,904721.58,946465.2135,250529.8445,768571.0774,1019575.658,380351.1588,580686.885,771979.1219,757545.8667,305689.8203,1138535.668,667304.2888,960912.0713,706546.2236,818500.9551,653151.1328,338549.878,633955.2831,557889.4566,1126844.839,576822.1725,404764.5224,999950.8746,832181.6112,392359.1092,1002761.351,522767.3578,322264.5673,312008.3056,847145.2528,1033724.204,632120.374,1005949.979,911455.2602,225713.6216,852160.8926,1121674.621,344441.8772,878033.8964,417809.9445,1009401.098,537399.8149,223691.6079,764861.8118,275193.3175,418620.4444,857580.7928,381989.3545,304682.4064
3/5/18,939509.7738,816215.877,630445.8995,214687.0883,1006888.518,712666.1264,289374.1054,646555.6697,571664.3482,1128893.572,401076.381,902610.3123,838735.8511,550079.0208,1073976.091,805847.3296,671069.7027,246113.6419,672182.7695,905108.6482,680497.9357,526133.9901,380511.0049,806396.5706,1137746.455,263270.8163,940576.5919,1084553.853,242953.1291,190695.0381,769219.0124,915950.0355,851492.1759,1145889.813,712410.6628,338777.6458,736729.6881,1133130.164,256486.3925,580132.8832,188835.8001,741571.4042,692493.1975,208406.5167,870101.5288,266225.3456,332251.2081,641186.2879,402035.606,273338.3392
3/6/18,644649.9895,1023612.896,851192.4663,339895.0003,654306.7454,1119229.939,344044.9792,746147.3036,976536.9104,735236.6188,190874.3706,647100.3008,596572.9687,895299.5437,627434.5206,774315.1718,520902.4098,348878.358,857976.2115,537859.3924,657168.1184,564009.3216,391626.202,1123904.76,656100.0156,184061.8088,881811.8171,512473.0955,319174.7821,297058.8285,604299.8999,698238.1988,551650.8338,863072.522,749652.1152,393210.6673,654187.043,1016823.861,337601.056,1144344.261,229190.8669,983474.1755,683432.7625,263942.9743,613516.3109,384400.5003,183704.0937,830670.8586,387050.7976,274190.7197
3/7/18,677272.6188,1006920.219,736985.4917,317885.598,710585.729,869372.5452,267583.3299,763372.1432,814436.2472,681170.1664,387617.2218,1131354.652,659054.7172,995798.0146,809198.5835,1077222.681,950371.4138,179347.2213,521741.6874,835950.9925,706119.8591,519377.6012,348635.0776,581226.6797,1029671.588,349882.88,919099.8204,593835.4923,272451.2354,184402.6652,981519.9796,954604.4155,769113.4415,816829.05,1050965.103,259046.1693,824887.0901,1107153.667,294885.6766,677235.9297,206905.0792,789972.4681,1072413.913,189704.4861,904637.0552,298981.2162,192255.2168,1051948.53,258398.2637,213985.2263
3/8/18,989946.46,913383.9891,1099078.926,209335.9062,602473.9081,816154.2877,293936.3961,1016300.239,978449.2784,986567.2453,356537.4526,1038563.842,563897.365,896287.5426,1074068.211,779802.2913,1064232.732,335126.7309,1085443.12,1064652.031,679091.356,921217.3982,276748.1172,1017171.407,808068.5135,241943.2364,964653.9452,844167.6158,287219.7651,266329.874,753017.085,973454.9115,890002.1421,951970.5075,1133133.678,236500.7885,1069924.192,1074142.156,277550.3233,894113.023,293903.1038,711480.0591,985743.9507,301210.4541,902929.859,207326.3259,296597.881,1074131.349,289026.9235,252379.198
3/9/18,1115860.851,603196.5438,638364.7024,281984.5455,811339.7012,907133.3885,345596.8749,725898.1627,1096637.418,751560.2136,279065.9451,996292.9209,870007.52,1104118.03,954884.5148,654558.2038,1065816.145,200851.1945,941986.4212,741075.4399,821276.8209,840797.0538,241487.7327,739271.59,774841.4773,211264.0046,512855.7429,804261.7252,261679.2684,195282.4416,584835.173,980347.855,539747.3136,851966.1116,527219.1339,184639.6818,1101166.011,638149.8198,230201.554,872937.5481,295742.242,1096788.218,986624.2627,321770.1684,1051535.73,181031.7039,207910.195,991844.7343,166634.6753,276024.9338
3/10/18,634673.8758,1104614.297,771931.5886,320739.5585,669601.1558,772789.4941,218624.7516,776140.9369,1077538.298,810173.0932,239176.3181,834322.54,924196.5466,731145.4238,882484.539,1038364.64,761667.932,205326.7818,1014754.119,1022437.107,1093138.161,877127.135,218505.7443,1107255.535,996080.7588,264921.9533,604246.2454,804414.4516,219319.5617,320153.3542,1023267.354,648826.7673,563999.8376,916718.8821,633595.4199,316206.0386,734522.2202,514881.4278,320687.2352,1121910.625,344476.8997,665805.8541,700717.3777,203597.9205,725124.064,306241.5014,351463.9132,1023721.037,348377.8071,162168.1969
3/11/18,1126598.557,970436.6557,1032465.93,322571.8739,696157.6502,644291.071,204761.6544,563268.5869,736558.5982,730630.5671,177989.8768,1114054.923,929175.1572,1115585.437,1145977.588,831124.3527,980762.8463,292564.706,1048463.139,936245.0473,752224.9629,924912.9856,308970.464,1024895.164,545859.8483,266942.6617,720593.5064,819461.6733,275149.3211,200809.262,761776.7524,813070.4374,743343.8548,660439.8729,636413.9449,160859.2614,521702.769,837073.7323,328781.0434,785311.8549,226535.1958,522663.8273,1040146.537,281579.6681,1129913.802,256899.8502,268453.6222,867640.8644,336023.5197,323557.1296
3/12/18,1076549.695,1105803.009,749948.1975,197316.5581,615683.8025,639401.1792,255622.9514,1077813.107,1009655.655,562675.6666,326009.6205,1104473.057,725538.3373,918071.2784,1073409.545,904663.1645,637957.986,250740.8633,1072949.627,913007.4251,750512.9302,906601.9064,174142.6627,992730.6385,879224.0822,244515.6239,615165.3184,1000247.864,249557.0575,303362.7864,992111.6089,874310.1215,917832.6669,726402.9686,651251.6872,256253.0908,918500.8546,796984.0561,294105.7396,765146.5964,306656.5245,554290.4473,744456.695,267532.6829,797172.4137,248801.4096,228959.3957,613547.9369,329483.1621,327537.7803
3/13/18,705655.2563,733421.0556,696205.4859,265145.6913,847176.9921,1051272.407,236182.2415,530577.8692,910311.7388,774734.4328,231043.2265,752322.6368,537432.0077,540866.1615,671362.8378,768742.5829,713667.4633,213361.4454,1086515.984,883528.9507,884527.1893,764025.7459,269636.135,1131078.672,669478.2038,173257.958,758767.2627,652474.4435,308022.463,167806.9669,962187.273,1033496.059,945201.6873,793568.5301,715102.7596,259325.6357,801817.006,876580.539,288973.7445,971558.1864,281409.8263,675046.4474,570772.0962,179230.2987,964459.1264,249314.3217,299632.4767,935669.5081,157024.716,227017.6365
3/14/18,901817.4723,918846.0194,1067061.384,167080.5798,825356.1515,728037.9957,141167.519,688482.7487,1026336.166,955422.0802,183012.5551,1040242.549,849049.0815,913562.636,781270.9515,954778.7549,589293.0325,233294.6675,1038906.513,646946.4408,909973.1107,601095.9315,141194.4521,562512.8138,513408.0066,196896.2713,945912.4963,833377.9181,255229.083,251108.4781,1084114,891276.5881,780418.6003,922745.4185,868404.8368,308268.8958,743596.9379,949791.0759,151762.1681,992968.3809,201971.4491,518738.9612,731166.8478,228632.0042,895785.0415,298731.5121,298436.4217,1078380.636,198393.1882,210716.9294
3/15/18,865090.0453,540661.5187,576330.8558,266191.5778,989415.7337,932387.4383,277959.6022,1039544.511,1056286.649,548066.4472,267766.032,1088600.916,639358.8224,864832.0124,1138332.65,915037.3041,863052.0804,158418.317,816759.3369,865260.5685,1044728.558,759639.2243,253194.3072,630085.2429,566752.4657,216100.2892,567520.9344,680969.831,235828.0873,266682.8008,933680.7012,695109.3844,854862.1333,736017.1788,764098.104,175424.426,760212.0808,1012074.227,195523.2594,956890.5515,156578.7899,846690.2851,788971.1311,289698.6848,751919.0565,154120.8377,292167.9543,915531.8325,257808.8878,286410.0389
3/16/18,1143894.13,811219.1297,960464.056,279418.5463,851845.011,675346.0814,189768.9157,537718.2281,597232.5415,607930.7619,269465.2641,658074.9932,968054.6595,627893.4179,948792.3083,777379.8274,938400.6366,131120.0743,726788.4877,662902.0865,612157.718,1135018.727,198037.6065,639690.8381,955574.0132,177438.3604,1045401.733,570351.815,129669.4091,236009.79,560611.0633,895080.6181,556202.0974,1124439.416,566820.6296,165138.0424,798117.9424,674331.6331,153695.2427,778691.416,270992.661,590143.4567,607491.9661,276168.8204,619999.742,149648.8321,271862.5254,843040.8708,141091.0587,227474.8292
